Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Cumulative Revenue
6416-1,2016-11-03,Mick Barreto,"523 King St, Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2016-11-04,8.82,20.99,12.17,47.0,306.9,4.0,20.71,371.43,4.81,357.63,513947.3700000024
6477-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-04,3.84,6.3,2.46,28.0,220.5,6.0,6.62,213.89,0.5,214.39,514161.7600000024
6477-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Small Business,Tina Carlton,High,Artisan 48 Labels,Technology,Small Box,Regular Air,2016-11-04,3.84,6.3,2.46,1.0,220.5,4.0,6.62,213.89,0.5,214.39,514376.1500000024
6396-1,2016-11-03,Bill Shonely,"81 MacLeay St, Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-11-12,1.18,1.88,0.7,31.0,27.1,2.0,2.24,28.66,1.49,29.04,514405.1900000024
6159-1,2016-11-03,Roy Phan,"506 Swan Street, Richmond",Melbourne,VIC,Home Office,Connor Betts,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2016-11-07,4.53,7.3,2.77,9.0,295.0,9.0,23.26,267.54,7.72,271.25,514676.4400000024
6279-1,2016-11-03,Victoria Pisteka,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-11-02,1.76,2.94,1.18,23.0,28.7,5.0,2.01,26.69,0.81,31.7,514708.1400000024
6185-1,2016-11-03,Shahid Sharia Bard,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-11-04,3.75,7.08,3.33,38.0,223.92,0.0,22.71,221.24,2.35,221.84,514929.9800000024
6286-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,Apex Straight Scissors,Technology,Small Box,Regular Air,2016-11-04,5.19,12.98,7.79,37.0,220.5,3.0,6.62,213.89,3.14,211.36,515141.3400000024
6076-1,2016-11-08,Victoria Pisteka,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Low,Security-Tint Envelopes,Office Supplies,Small Box,Express Air,2016-11-02,4.89,7.64,2.75,6.0,56.4,4.0,2.24,51.08,1.39,54.67,515196.0100000024
6482-1,2016-11-08,Carol Triggs,"105 Pitt St, Sydney",Sydney,NSW,Corporate,Charlie Bui,High,"Creator Anti Dust Chalk, 12/Pack",Furniture,Small Pack,Regular Air,2016-11-10,1.09,1.82,0.73,1.0,72.8,10.0,3.64,69.16,1.0,70.16,515266.17000000237
6487-1,2016-11-08,Stephanie Ulpright,"541 Church St , Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2016-11-08,4.03,9.38,5.35,43.0,307.6,1.0,20.36,305.06,7.28,305.06,515571.23000000237
6548-1,2016-11-08,Stephanie Ulpright,"541 Church St , Richmond",Melbourne,VIC,Small Business,Yvette Biti,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-11-08,1.84,2.88,1.04,12.0,76.6,2.0,2.27,74.53,0.99,75.12,515646.35000000236
6295-1,2016-11-08,Carol Triggs,"644 George St, Sydney",Sydney,NSW,Corporate,Radhya Staples,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-11-10,1.76,2.94,1.18,30.0,91.52,10.0,3.65,86.79,0.81,88.3,515734.65000000235
6130-1,2016-11-08,Carol Triggs,"501 George St, Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2016-11-10,1.31,2.84,1.53,10.0,82.16,10.0,3.62,74.68,0.93,75.45,515810.10000000236
6482-1,2016-11-08,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2016-11-11,1.09,1.82,0.73,36.0,72.8,9.0,3.64,69.16,1.0,70.16,515880.26000000234
6482-1,2016-11-09,Cassandra Brandow,"106 Ebley Street, Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Express Air,2016-11-03,1.09,1.82,0.73,8.0,72.8,4.0,3.64,69.16,1.0,70.16,515950.4200000023
6497-1,2016-11-09,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-11,11.04,16.98,5.94,38.0,800.98,0.0,32.25,725.84,12.39,723.76,516674.1800000023
6425-1,2016-11-09,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Office Shears by Apex,Technology,Small Box,Regular Air,2016-11-11,0.94,2.08,1.14,48.0,81.12,4.0,3.24,77.88,2.56,82.78,516756.96000000235
6435-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2016-11-12,0.9,2.1,1.2,9.0,80.36,3.0,6.32,74.36,0.7,74.55,516831.51000000234
6526-1,2016-11-10,Brad Eason,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2016-11-21,3.32,5.18,1.86,8.0,128.32,9.0,5.82,124.66,2.04,125.47,516956.9800000023
6390-1,2016-11-10,Bett Farres,"Westfield Sydney, Miranda",Sydney,NSW,Consumer,Natasha Song,Low,Smiths File Caddy,Office Supplies,Small Pack,Regular Air,2016-11-12,4.03,9.38,5.35,22.0,200.4,10.0,8.02,193.94,7.28,290.98,517247.9600000023
6329-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,2016-11-12,2.26,3.58,1.32,2.0,126.84,7.0,6.29,125.73,5.47,126.73,517374.6900000023
6252-1,2016-11-12,Dan Campbell,"1/173-179 Bronte Rd, Waverley",Sydney,NSW,Consumer,Leighton Forrest,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-11-12,2.5,5.68,3.18,37.0,13.56,9.0,7.01,124.05,3.6,124.46,517499.1500000023
6190-1,2016-11-12,Dan Campbell,"1/173-179 Bronte Rd, Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Pizazz Dustless Chalk Sticks,Office Supplies,Small Box,Regular Air,2016-11-12,1.09,1.68,0.59,32.0,37.72,10.0,2.54,34.2,1.0,35.39,517534.5400000023
6026-1,2016-11-12,Pauline Chring,"501 George St, Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,TechSavi Cordless Access Keyboard,Office Supplies,Small Box,Regular Air,2016-11-15,14.7,29.99,15.29,8.0,412.8,1.0,0.0,412.8,5.5,418.99,517953.5300000023
6270-1,2016-11-12,Monica Federle,"834 Bourke St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Artisan 471 Labels,Office Supplies,Small Pack,Express Air,2016-11-14,1.84,2.88,1.04,23.0,52.84,6.0,4.55,51.28,0.99,35.33,517988.8600000023
6157-1,2016-11-12,Giulietta Weimer,"359 Crown Street, Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-11-13,1.53,2.78,1.25,26.0,52.94,10.0,4.35,52.37,1.34,56.2,518045.0600000023
6091-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Home Office,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-11-15,2.5,5.68,3.18,23.0,246.7,9.0,2.67,232.77,3.6,239.54,518284.6000000023
6542-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Home Office,Natasha Song,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2016-11-15,4.59,7.28,2.69,19.0,285.34,3.0,2.37,278.51,11.15,278.64,518563.2400000023
6205-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2016-11-15,3.52,5.68,2.16,4.0,216.2,10.0,2.07,123.81,1.39,138.46,518701.70000000234
6280-2,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Consumer,Natasha Song,Medium,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,2016-11-15,2.26,3.58,1.32,46.0,28.64,7.0,2.58,26.06,5.47,31.53,518733.23000000237
6293-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Home Office,Natasha Song,Not Specified,12 Colored Short Pencils,Technology,Medium Box,Regular Air,2016-11-15,1.09,2.6,1.51,45.0,28.6,3.0,2.57,26.03,2.4,28.43,518761.66000000236
6553-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd, Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-11-15,1.84,2.88,1.04,8.0,38.4,2.0,2.54,36.66,0.99,38.13,518799.79000000237
6336-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St, Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-11-16,3.75,7.08,3.33,18.0,305.44,2.0,0.0,397.64,2.35,300.27,519100.0600000024
5055-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,2016-11-16,13.88,22.38,8.5,30.0,135.34,8.0,0.0,138.44,15.1,142.46,519242.5200000024
6079-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-16,11.04,16.98,5.94,39.0,335.0,9.0,38.16,326.19,12.39,333.96,519576.4800000024
6493-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,2016-11-16,2.29,3.58,1.29,41.0,114.56,8.0,10.31,104.25,1.63,105.88,519682.36000000243
6423-1,2016-11-17,Michael Paige,"506 Swan Street, Richmond",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-19,1.59,2.61,1.02,46.0,80.6,4.0,8.02,87.86,0.5,88.38,519770.74000000244
6528-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-11-19,2.31,3.78,1.47,47.0,136.34,2.0,7.08,123.76,0.71,123.76,519894.50000000244
6335-1,2016-11-18,Monica Federle,"834 Bourke St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016-11-24,0.94,2.08,1.14,48.0,80.36,0.0,8.25,74.67,2.56,79.45,519973.95000000246
6497-1,2016-11-20,Tony Sayre,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan Binder Labels,Technology,Small Box,Regular Air,2016-11-21,2.45,3.89,1.44,5.0,39.0,3.0,2.34,36.66,7.01,38.29,520012.24000000244
6420-1,2016-11-20,Tony Sayre,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-21,3.14,4.91,1.77,4.0,97.18,0.0,7.34,85.72,0.5,95.33,520107.57000000245
6325-1,2016-11-20,Tony Sayre,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-11-21,0.93,1.6,0.67,34.0,73.82,3.0,2.37,76.29,1.29,76.28,520183.8500000025
6332-1,2016-11-20,Tony Sayre,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2016-11-21,1.31,2.84,1.53,11.0,69.9,6.0,2.39,63.58,0.93,64.59,520248.4400000025
6493-1,2016-11-22,Patrick ODonnell,"21 Wentworth St, Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2016-11-24,2.31,3.78,1.47,28.0,56.8,4.0,5.11,51.69,0.71,53.08,520301.5200000025
6478-1,2016-11-22,Becky Pak,"79 Elliott St, Balmain",Sydney,NSW,Small Business,Aanya Zhang,Critical,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,2016-11-27,1.3,2.88,1.58,34.0,56.8,9.0,5.11,51.69,1.01,53.09,520354.61000000255
6560-1,2016-11-22,Becky Pak,"79 Ellitt St, Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Artisan Henging File Binders,Office Supplies,Small Box,Regular Air,2016-11-27,3.65,5.98,2.33,30.0,121.04,3.0,7.81,113.45,1.49,126.48,520481.0900000025
5299-1,2016-11-22,Becky Pak,"79 Elliott St, Balmain",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-11-27,2.29,3.69,1.4,8.0,128.38,2.0,7.85,115.61,0.5,116.55,520597.6400000025
6349-1,2016-11-23,Christy Brittain,"Shop 1, 186-190 Church Street, Parramatta;46a Macleay Street, Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,2016-11-25,18.38,29.17,10.79,3.0,381.76,0.0,26.71,373.65,6.27,398.33,520995.97000000253
6499-1,2016-11-23,Justin Kanez,"7 Khartoum Rd, Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Not Specified,Steady Major Accent Highlighters,Furniture,Small Pack,Regular Air,2016-11-25,3.75,7.08,3.33,8.0,205.32,10.0,14.37,190.95,2.35,193.3,521189.2700000025
6502-1,2016-11-26,Erin Ashbrook,"61 York St, Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2016-11-30,1.84,2.88,1.04,14.0,17.28,0.0,1.04,16.24,0.99,17.23,521206.5000000025
6502-1,2016-11-26,Erin Ashbrook,"61 York St, Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,1.84,2.88,1.04,24.0,17.28,6.0,1.04,16.24,0.99,17.23,521223.7300000025
6502-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Consumer,Charlie Bui,Low,Artisan 478 Labels,Technology,Small Box,Regular Air,2016-11-28,3.14,4.91,1.77,17.0,17.28,9.0,1.04,16.24,0.5,17.23,521240.96000000247
5242-1,2016-11-26,Erin Ashbrook,"1-2/299 Sussex St, Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2016-11-30,1.09,2.6,1.51,20.0,5.44,0.0,0.0,5.14,2.4,5.01,521245.9700000025
6342-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-11-28,1.84,2.88,1.04,41.0,17.28,8.0,1.04,16.24,0.99,27.23,521273.20000000246
6260-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-11-28,0.87,1.81,0.94,12.0,17.28,10.0,1.04,16.64,0.75,16.85,521290.05000000243
6355-1,2016-11-26,Erin Ashbrook,"73 York St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2016-11-30,1.09,2.6,1.51,11.0,56.06,1.0,0.95,52.24,2.4,55.34,521345.39000000246
5632-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2016-11-28,0.93,1.48,0.55,2.0,9.56,6.0,0.0,9.12,0.7,9.82,521355.21000000247
6305-1,2016-11-26,Erin Ashbrook,"73 York St, Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2016-11-30,1.92,3.26,1.34,19.0,38.0,9.0,1.54,36.86,1.86,38.25,521393.46000000247
6502-1,2016-11-26,Erin Ashbrook,"61 York St, Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-30,1.84,2.88,1.04,40.0,17.28,3.0,1.04,16.24,0.99,17.23,521410.69000000245
5984-1,2016-11-26,Jack OBriant,"85-113 Dunning Ave, Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2016-11-28,3.32,5.18,1.86,50.0,3.58,8.0,0.0,5.46,2.04,7.22,521417.9100000024
6502-1,2016-11-26,Erin Ashbrook,"61 York St, Sydney",Sydney,NSW,Home Office,Leighton Forrest,Critical,Artisan 474 Labels,Technology,Medium Box,Regular Air,2016-11-30,1.84,2.88,1.04,8.0,17.28,9.0,1.04,16.24,0.99,17.23,521435.1400000024
6502-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Home Office,Charlie Bui,Critical,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-28,1.84,2.88,1.04,15.0,17.28,3.0,1.04,16.24,0.99,17.23,521452.3700000024
6053-1,2016-11-26,Erin Ashbrook,"1-2/299 Sussex St, Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan 47 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,3.84,6.3,2.46,22.0,81.78,2.0,1.94,87.36,0.5,88.38,521540.7500000024
6502-1,2016-11-26,Laurel Elliston,"1 John St, Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan 479 Labels,Office Supplies,Small Pack,Express Air,2016-11-28,1.59,2.61,1.02,35.0,17.28,2.0,1.04,16.24,0.5,17.23,521557.98000000237
6514-1,2016-11-26,Erin Ashbrook,"73 York St, Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-11-30,1.18,1.88,0.7,24.0,5.4,7.0,0.0,5.4,1.49,13.1,521571.08000000234
6232-1,2016-11-27,Roland Murray,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-27,2.5,5.68,3.18,38.0,204.7,3.0,8.24,263.32,3.6,238.32,521809.40000000235
6376-1,2016-11-28,Matthew Grinstein,"105 Pitt St, Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-11-29,1.53,2.78,1.25,50.0,14.82,2.0,1.48,14.66,1.34,14.62,521824.02000000235
6443-1,2016-11-28,Matthew Grinstein,"105 Pitt St, Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-11-29,4.46,10.89,6.43,25.0,75.64,10.0,1.41,74.17,4.5,75.67,521899.69000000233
6336-2,2016-11-28,Matthew Grinstein,"38/133-145 Castlereagh St, Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Express Air,2016-11-29,1.6,2.62,1.02,47.0,76.6,10.0,1.41,74.37,0.8,75.47,521975.1600000023
6505-1,2016-11-28,Matthew Grinstein,"105 Pitt St, Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2016-11-29,1.59,2.61,1.02,45.0,55.44,2.0,1.11,54.31,0.5,55.62,522030.7800000023
6506-1,2016-11-28,Matthew Grinstein,"103 Pitt St, Sydney",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-29,1.94,3.08,1.14,11.0,55.44,1.0,1.11,54.33,0.99,55.32,522086.1000000023
6506-1,2016-11-28,Matthew Grinstein,"105 Pitt St, Sydney",Sydney,NSW,Corporate,Charlie Bui,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-29,1.94,3.08,1.14,40.0,55.44,1.0,1.11,54.33,0.99,55.32,522141.4200000023
6507-1,2016-11-29,Grant Carroll,"10 O'Connell St, Sydney",Sydney,NSW,Home Office,Aanya Zhang,Low,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-11-30,2.25,3.69,1.44,47.0,297.92,10.0,23.83,274.09,2.5,275.26,522416.6800000023
6245-1,2016-11-29,Grant Carroll,"15 O'Connell St, Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016-11-30,1.94,3.08,1.14,42.0,257.81,4.0,23.73,236.33,0.99,247.62,522664.3000000023
6229-1,2016-11-29,Grant Carroll,"10 O'Connell St, Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-30,11.04,16.98,5.94,4.0,297.92,4.0,23.83,264.95,12.39,249.45,522913.7500000023
6516-1,2016-12-03,Cassandra Brandow,"106 Ebley Street, Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2016-12-03,4.53,7.3,2.77,21.0,579.42,6.0,34.77,544.65,7.72,548.65,523462.40000000235
6266-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street, Parramatta;46a Macleay Street, Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-12-05,3.52,5.68,2.16,48.0,136.13,10.0,0.0,137.72,1.39,147.66,523610.0600000023
6184-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street, Parramatta;46a Macleay Street, Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-12-05,1.53,2.78,1.25,3.0,105.64,0.0,0.0,105.64,1.34,106.98,523717.0400000023
6230-1,2016-12-04,Ben Peterman,"359 Crown Street, Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 487 Labels,Technology,Small Box,Regular Air,2016-12-05,2.29,3.69,1.4,13.0,365.12,3.0,31.77,315.19,0.5,221.29,523938.3300000023
6500-1,2016-12-04,Jennifer Jackson,"Crown Complex, Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2016-12-05,3.4,5.4,2.0,42.0,5.4,10.0,0.0,5.4,7.78,13.18,523951.5100000023
6511-1,2016-12-04,Jennifer Jackson,"Crown Complex, Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Pack,Express Air,2016-12-05,6.39,19.98,13.59,35.0,579.42,2.0,34.77,544.65,4.0,548.65,524500.1600000022
6511-1,2016-12-04,Jennifer Jackson,"Crown Complex, Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2016-12-05,6.39,19.98,13.59,46.0,579.42,4.0,34.77,544.65,4.0,548.65,525048.8100000023
6579-1,2016-12-04,Sylvia Foulston,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-12-05,3.84,6.3,2.46,5.0,328.96,8.0,31.17,290.51,0.5,295.46,525344.2700000022
6512-1,2016-12-05,Frank Atkinson,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Barrel Sharpener,Furniture,Large Box,Regular Air,2016-12-07,1.46,3.57,2.11,20.0,35.7,5.0,0.36,35.34,4.17,39.51,525383.7800000022
6433-1,2016-12-06,Lena Creighton,"127 Liverpool St, Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,2016-12-08,0.94,2.08,1.14,16.0,85.7,9.0,7.02,79.92,2.56,70.63,525454.4100000022
6429-1,2016-12-08,Amy Hunt,"60 Commercial Rd, Prahran",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-12-10,3.84,6.3,2.46,8.0,328.08,7.0,32.83,260.91,0.5,265.97,525720.3800000022
